3646.4 0.30848 3.1463 0.048 0.048
3638 0.28372 2.3825 0.048 0.048
3689.5 0.2662 1.9586 0.048 0.048
3740 0.2473 1.2952 0.048 0.048
3458.3 0.31865 2.8991 0.048 0.048
3321.8 0.33447 2.0141 0.048 0.048
3194.1 0.34669 1.5132 0.048 0.048
